source,target,annotation
Socia media allows them to explain to or inform people what is going on .,Social media allows them to explain about or inform people what is going on .,A 0 1|||Mec|||Social|||REQUIRED|||-NONE-|||0; A 6 7|||Prep|||about|||REQUIRED|||-NONE-|||0
And actually lots of rescuing jobs are done with the help of social media like looking for people get lost and so on .,And actually lots of rescuing jobs are done with the help of social media such as like looking for are people get lost and so on .,"A 14 14|||Mec|||,|||REQUIRED|||-NONE-|||0; A 14 15|||Wci|||such as|||REQUIRED|||-NONE-|||0; A 18 18|||Pref|||who|||REQUIRED|||-NONE-|||0; A 18 19|||Wci|||are|||REQUIRED|||-NONE-|||0"
"With more convinient and humanian communications , the relationship between government and people get largely improved .","With more convenient and communications , the relationship between government and people the can be improved greatly .",A 2 3|||Mec|||convenient|||REQUIRED|||-NONE-|||0; A 4 5|||Um||||||REQUIRED|||-NONE-|||0; A 12 12|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 13 14|||Vm|||can be|||REQUIRED|||-NONE-|||0; A 14 16|||WOadv|||improved greatly|||REQUIRED|||-NONE-|||0
"What 's more , various of cultures can be shown to us through social medias .","What is more , various cultures can be shown to us through social medias media",A 1 2|||Wtone|||is|||REQUIRED|||-NONE-|||0; A 5 6|||Prep||||||REQUIRED|||-NONE-|||0; A 14 15|||Nn|||media|||REQUIRED|||-NONE-|||0
We can know more news and cultures through socia medias .,We can to get know more culture and social media socia medias .,A 2 2|||V0|||get|||REQUIRED|||-NONE-|||0; A 2 2|||Prep|||to|||REQUIRED|||-NONE-|||0; A 6 7|||Nn|||culture|||REQUIRED|||-NONE-|||0; A 8 9|||Mec|||social|||REQUIRED|||-NONE-|||0; A 9 10|||Nn|||media|||REQUIRED|||-NONE-|||0
"From this scope , social media has shorten our distance .","From this scope , social media has shortened the distance between us .",A 7 8|||Vt|||shortened|||REQUIRED|||-NONE-|||0; A 8 9|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 10 10|||Others|||between us|||REQUIRED|||-NONE-|||0
"However , we get less chance and less importance to talk face to face since social media is so convinient , advanced and interesting .","However , we get less chances and there is less on talking talk face to face since social media is convenient convinient , advanced and interesting .",A 5 6|||Nn|||chances|||REQUIRED|||-NONE-|||0; A 7 7|||ArtOrDet|||there is|||REQUIRED|||-NONE-|||0; A 9 10|||Prep|||on|||REQUIRED|||-NONE-|||0; A 10 11|||Vform|||talking|||REQUIRED|||-NONE-|||0; A 19 20|||Mec|||convenient|||REQUIRED|||-NONE-|||0
And even we gather together more people find themselves has less topics to talk than before and choose to digging from their social media again .,And when we gather together more people find themselves with less topics to talk than before and choose to .,A 1 2|||Prep|||when|||REQUIRED|||-NONE-|||0; A 9 10|||Prep|||with|||REQUIRED|||-NONE-|||0; A 19 25|||Um||||||REQUIRED|||-NONE-|||0
"When we are far away , social media makes it as we are infront of each other ; sometimes when we are by each others ' side , we are seem to be further than far away .","When we are far away , social media makes it as if we in front infront of each other ; sometimes when we are by each others ' side , are seem to be further away .",A 11 11|||Trans|||if|||REQUIRED|||-NONE-|||0; A 13 14|||Mec|||in front|||REQUIRED|||-NONE-|||0; A 29 30|||Rloc-||||||REQUIRED|||-NONE-|||0; A 34 36|||Rloc-||||||REQUIRED|||-NONE-|||0
"This kind of feeling makes people 's relationship not as stable , secure and reliable than before .","This kind of feeling makes people 's relationships less stable , secure and reliable than before .",A 7 8|||Nn|||relationships|||REQUIRED|||-NONE-|||0; A 8 10|||Wci|||less|||REQUIRED|||-NONE-|||0
"Besides , there are more people shwing their pictures of yummy food or travelling experience .","Besides , there are more people showing their pictures of delicious food or travelling experiences .",A 6 7|||Mec|||showing|||REQUIRED|||-NONE-|||0; A 10 11|||Wtone|||delicious|||REQUIRED|||-NONE-|||0; A 14 15|||Nn|||experiences|||REQUIRED|||-NONE-|||0
"To some extent , this makes our life more luxry and blundering .","To some extent , this makes our lives more luxurious and .",A 7 8|||Nn|||lives|||REQUIRED|||-NONE-|||0; A 9 10|||Wform|||luxurious|||REQUIRED|||-NONE-|||0; A 11 12|||Um||||||REQUIRED|||-NONE-|||0
"For myself , I am long to some places after I saw those beatiful pictures taken by my firneds .","For myself , I long to some to go places after have seen the beautiful beatiful pictures taken by friends firneds .",A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0; A 7 7|||V0|||go|||REQUIRED|||-NONE-|||0; A 7 7|||Prep|||to|||REQUIRED|||-NONE-|||0; A 11 12|||Vform|||have seen|||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 13 14|||Mec|||beautiful|||REQUIRED|||-NONE-|||0; A 18 19|||Mec|||friends|||REQUIRED|||-NONE-|||0
Sometimes I even canoot sleep well because of excitement .,Sometimes I can not even sleep well because of excitement .,A 2 4|||WOinc|||can not even|||REQUIRED|||-NONE-|||0
Social media makes our life patten so fast and left us less time to think about our life .,Social media makes our lives go by so fast and leave us less time to think about our lives .,A 4 5|||Nn|||lives|||REQUIRED|||-NONE-|||0; A 5 6|||Wci|||go by|||REQUIRED|||-NONE-|||0; A 9 10|||Vt|||leave|||REQUIRED|||-NONE-|||0; A 17 18|||Nn|||lives|||REQUIRED|||-NONE-|||0
Social media is becoming more important and we need to think more to make it serve us better and better .,Social media is becoming more important and we need to think more to make it serve us better and better .,NONE
"Interpersonal skills , like any other skills requires practice .","Interpersonal skills , like any other skills require requires practice .","A 7 7|||Mec|||,|||REQUIRED|||-NONE-|||0; A 7 8|||SVA|||require|||REQUIRED|||-NONE-|||0"
"Besides that , these skills requires time to develop and adapted .","Besides that , these skills require time to develop and adapt .",A 5 6|||SVA|||require|||REQUIRED|||-NONE-|||0; A 10 11|||Vt|||adapt|||REQUIRED|||-NONE-|||0
"The burgeoning of social media definitely has its stint ; but amongst all good things , it is better to have them in moderation .","The burgeoning of social media definitely has its uses ; but amongst all good things , it is better to have it in moderation .",A 8 9|||Wci|||uses|||REQUIRED|||-NONE-|||0; A 21 22|||Pform|||it|||REQUIRED|||-NONE-|||0
Convenience and efficiency are two very important use of social media .,Convenience and efficiency are two very important uses of social media .,A 7 8|||Nn|||uses|||REQUIRED|||-NONE-|||0
"While millions of users are connect at any one time , any information can be readily available at their perusal .","While millions of users are connected at any one time , any information can be readily available for their perusal .",A 5 6|||Wform|||connected|||REQUIRED|||-NONE-|||0; A 17 18|||Prep|||for|||REQUIRED|||-NONE-|||0
This improves the connectivity between the users .,This improves the connectivity between the users .,NONE
"For an example , one is able to send notifications and other information we use to have them in hardcopy previously , over the web and the process takes seconds .","For example , one is able to send notifications and other information we which used use to only them in hardcopy previously , over the web and the process takes seconds .","A 1 2|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 13 13|||Mec|||,|||REQUIRED|||-NONE-|||0; A 13 13|||Trans|||which|||REQUIRED|||-NONE-|||0; A 14 15|||Vt|||used|||REQUIRED|||-NONE-|||0; A 17 18|||Wci|||only|||REQUIRED|||-NONE-|||0"
"The receipent,will then receive the information almost immediately depending on the quality of the network .",The recipient will then receive the information almost immediately depending on the quality of the network .,A 1 2|||Mec|||recipient will|||REQUIRED|||-NONE-|||0
This covenience can be percieved as almost in realtime .,This covenience can be percieved as if it is almost in realtime .,A 6 6|||Trans|||if it is|||REQUIRED|||-NONE-|||0
"Next , communication are also greatly improved .","Next , communications have also been greatly improved .",A 2 3|||Nn|||communications|||REQUIRED|||-NONE-|||0; A 3 4|||Wci|||have|||REQUIRED|||-NONE-|||0; A 5 5|||V0|||been|||REQUIRED|||-NONE-|||0
"In the past , vast communication are done by one of the many such a telegram , snail mail and poor-quality voice calls .","In the past , long-distance communication was done by one of many such methods as telegram , snail mail and poor-quality voice calls .",A 4 5|||Wci|||long-distance|||REQUIRED|||-NONE-|||0; A 6 7|||Vt|||was|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 13 13|||Others|||methods|||REQUIRED|||-NONE-|||0; A 14 15|||Mec|||as|||REQUIRED|||-NONE-|||0
"With the welcoming of application such as Skype and Facetime , any individual can phase off most , of the olden days communication methods .","With the introduction of applications such as Skype and Facetime , any individual can phase out most of the olden older methods .",A 2 3|||Wci|||introduction|||REQUIRED|||-NONE-|||0; A 4 5|||Nn|||applications|||REQUIRED|||-NONE-|||0; A 15 16|||Wci|||out|||REQUIRED|||-NONE-|||0; A 17 18|||Mec||||||REQUIRED|||-NONE-|||0; A 20 22|||Wci|||older|||REQUIRED|||-NONE-|||0
"Aside from hearing the voice , a webcamera could also be affixed to emulate a 'real ' interaction with expressions and gestures .","Aside from hearing their voice , a web camera can also be affixed to emulate a 'real ' interaction with expressions and gestures .",A 3 4|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 7 8|||Mec|||web camera|||REQUIRED|||-NONE-|||0; A 8 9|||Vm|||can|||REQUIRED|||-NONE-|||0
Communication would have took a different turn without the easily available social media .,Communication would have taken a different turn without the easily forms of social media .,A 3 4|||Vform|||taken|||REQUIRED|||-NONE-|||0; A 10 11|||Others|||forms|||REQUIRED|||-NONE-|||0; A 11 11|||Prep|||of|||REQUIRED|||-NONE-|||0
"However , it is a good practice not to intesively use social media all the time .","However , it is a good idea not to iuse social media intensively all the time .",A 6 7|||Wci|||idea|||REQUIRED|||-NONE-|||0; A 9 13|||WOadv|||iuse social media intensively|||REQUIRED|||-NONE-|||0
"Intimate interaction greatly lack in social media interactions , particularly the touch .","Intimate interactions are lacking lack in social interactions , particularly touch .",A 1 2|||Nn|||interactions|||REQUIRED|||-NONE-|||0; A 2 2|||V0|||are|||REQUIRED|||-NONE-|||0; A 3 4|||Vform|||lacking|||REQUIRED|||-NONE-|||0; A 7 8|||Rloc-||||||REQUIRED|||-NONE-|||0; A 10 11|||ArtOrDet||||||REQUIRED|||-NONE-|||0
Having to meet and interact for talks allows one to be closer to the recepient .,Having to meet and interact in person allows one to be closer to the recepient .,A 5 6|||Prep|||in|||REQUIRED|||-NONE-|||0; A 6 7|||Wci|||person|||REQUIRED|||-NONE-|||0
"It involves a level of dynamic interaction which utlises the motor , thinking and verbal cortex of the mind to coordinate .","It involves a level of dynamic interaction which allows the motor , thinking and verbal cortices of the mind to coordinate .",A 8 9|||Wci|||allows|||REQUIRED|||-NONE-|||0; A 15 16|||Nn|||cortices|||REQUIRED|||-NONE-|||0
"Unlike the use of social media , most of the interaction is done with thinking and typing .","This is unlike the use of social media , in which most of the interaction is via with thinking and typing .",A 0 1|||ArtOrDet|||This is unlike|||REQUIRED|||-NONE-|||0; A 7 7|||Trans|||in which|||REQUIRED|||-NONE-|||0; A 13 14|||Prep|||via|||REQUIRED|||-NONE-|||0
"As a result , one does not train the necessarily parts of the skills required for a proper interpersonal relations .","As a result , one does not train the necessary parts of the brain required for proper interpersonal relations .",A 9 10|||Wform|||necessary|||REQUIRED|||-NONE-|||0; A 13 14|||Wci|||brain|||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet||||||REQUIRED|||-NONE-|||0
It is also entire incorrect to fault social media alone for the lack of interpersonal skill .,It is also entirely incorrect to fault social media alone for the lack of interpersonal skills .,A 3 4|||Wform|||entirely|||REQUIRED|||-NONE-|||0; A 15 16|||Nn|||skills|||REQUIRED|||-NONE-|||0
"Howard Garner studied the effect of multiple intelligences amongst people and stated that interpersonal intelligence is a form of skills on its own - some has it , some does not .",Howard Garner studied the effect of multiple intelligences amongst people and stated that interpersonal intelligence is a of on skill of - some has it have some does not do,A 17 18|||Rloc-||||||REQUIRED|||-NONE-|||0; A 18 19|||Prep||||||REQUIRED|||-NONE-|||0; A 19 20|||Nn|||skill|||REQUIRED|||-NONE-|||0; A 20 21|||Prep|||of|||REQUIRED|||-NONE-|||0; A 25 26|||SVA|||have|||REQUIRED|||-NONE-|||0; A 29 30|||SVA|||do|||REQUIRED|||-NONE-|||0
"Howard Garner mentioned that the different intelligences can be charted , in accordance of utilising tests , and ranked .","Howard Garner mentioned that the different intelligences can be charted , in accordance with utilising tests , and ranked .",A 13 14|||Prep|||with|||REQUIRED|||-NONE-|||0
"Fundamentally , those who scored lower ranking for interpersonal skills are more likely to stumble when this skill is needed .","Fundamentally , those who scored a lower in for interpersonal were are more likely to stumble when this was is needed .",A 5 5|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 7 8|||Prep|||in|||REQUIRED|||-NONE-|||0; A 10 11|||Vt|||were|||REQUIRED|||-NONE-|||0; A 18 19|||Vt|||was|||REQUIRED|||-NONE-|||0
