source,target,annotation
"Therefore , social networks brings more and more connections between people and they may have a chance to chat with people they never known before , and this helps to develop the interpersonal skills as well .","Therefore , social networks provide more and more connections between people and provides them with a chance the chat with people to never known have met , ; helps to develop the interpersonal as well .",A 4 5|||Wci|||provide|||REQUIRED|||-NONE-|||0; A 12 15|||Wci|||provides them with|||REQUIRED|||-NONE-|||0; A 15 16|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 19 20|||Prep|||to|||REQUIRED|||-NONE-|||0; A 22 22|||V0|||have|||REQUIRED|||-NONE-|||0; A 23 24|||Wci|||met|||REQUIRED|||-NONE-|||0; A 25 26|||Mec|||;|||REQUIRED|||-NONE-|||0; A 26 27|||Trans||||||REQUIRED|||-NONE-|||0; A 31 32|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Secondly , although social network takes time for people to chat online but not face to face , they may still decide a time online to meet others face to face in the daily life .","Secondly , although social networks make time for people to chat online but not face to face , they may still decide a time online to meet others face to face in the daily life .",A 4 5|||Nn|||networks|||REQUIRED|||-NONE-|||0; A 5 6|||Wci|||make|||REQUIRED|||-NONE-|||0
"In this case , the social network helps people to increase the frequency of talk .","In this case , the social network helps people to increase the amount talk they .",A 12 13|||Wci|||amount|||REQUIRED|||-NONE-|||0; A 13 14|||Prep||||||REQUIRED|||-NONE-|||0; A 14 14|||Pform|||they|||REQUIRED|||-NONE-|||0
"For example , if social network does not exist , the business people need to meet each other face to face and it is other time consuming , even sometimes with business that is not so important , it still takes a lot time on travel which is a wastage .","For example , if social networks did not exist , business people need would to meet each other face to face and this is time consuming , . Sometimes even business that is not so important , it still a lot of time is still spent which is a wastage . waste",A 5 6|||Nn|||networks|||REQUIRED|||-NONE-|||0; A 6 7|||Vform|||did|||REQUIRED|||-NONE-|||0; A 10 11|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 13 13|||V0|||would|||REQUIRED|||-NONE-|||0; A 22 23|||Pform|||this|||REQUIRED|||-NONE-|||0; A 24 25|||Rloc-||||||REQUIRED|||-NONE-|||0; A 27 28|||Srun|||.|||REQUIRED|||-NONE-|||0; A 28 30|||WOinc|||Sometimes even|||REQUIRED|||-NONE-|||0; A 38 44|||Wci|||a lot of time is still spent|||REQUIRED|||-NONE-|||0; A 49 50|||Wform|||waste|||REQUIRED|||-NONE-|||0
"However , social network helps people to meet and chat much more easier , they can even use video chat and create group chat to chat with multiple parties at the same time .","However , social networks help people to meet and chat much more easily ; they can even use video chat and create group chats in order to chat with multiple parties at the same time .",A 3 4|||Nn|||networks|||REQUIRED|||-NONE-|||0; A 4 5|||SVA|||help|||REQUIRED|||-NONE-|||0; A 12 13|||Wform|||easily|||REQUIRED|||-NONE-|||0; A 13 14|||Mec|||;|||REQUIRED|||-NONE-|||0; A 23 24|||Nn|||chats|||REQUIRED|||-NONE-|||0; A 24 24|||Trans|||in order|||REQUIRED|||-NONE-|||0
"Nowadays , even some companies conduct online video interview with their applicants as it saves time and cost .","Nowadays , some companies conduct even online video interviews with their applicants as it saves time and money .",A 2 3|||WOinc||||||REQUIRED|||-NONE-|||0; A 5 5|||WOinc|||even|||REQUIRED|||-NONE-|||0; A 8 9|||Nn|||interviews|||REQUIRED|||-NONE-|||0; A 17 18|||Wci|||money|||REQUIRED|||-NONE-|||0
The social network may also creat some negative impacts for the people .,social Social networks also creat create negative impacts for on .,A 0 1|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 1 2|||Mec|||Social|||REQUIRED|||-NONE-|||0; A 2 3|||Nn|||networks|||REQUIRED|||-NONE-|||0; A 5 6|||Mec|||create|||REQUIRED|||-NONE-|||0; A 9 10|||Prep|||on|||REQUIRED|||-NONE-|||0; A 10 11|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"The largest negative impact is that due to the online network , some people start to use and rely on internet every minute .",The largest negative impact is that due to online network networks some people start have started use and rely on internet every all the time,A 8 9|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 10 11|||Nn|||networks|||REQUIRED|||-NONE-|||0; A 14 15|||Vform|||have started|||REQUIRED|||-NONE-|||0; A 21 23|||Wci|||all the time|||REQUIRED|||-NONE-|||0
They take too much time of using online social network and thus do not have time to have their daily meeting with people in their real life .,They spend too much time using online social network networks thus do not have time to have with people in meet real life . lives,A 1 2|||Wci|||spend|||REQUIRED|||-NONE-|||0; A 5 6|||Prep||||||REQUIRED|||-NONE-|||0; A 9 10|||ArtOrDet|||networks|||REQUIRED|||-NONE-|||0; A 17 20|||Rloc-||||||REQUIRED|||-NONE-|||0; A 20 21|||Vform|||meet|||REQUIRED|||-NONE-|||0; A 26 27|||Nn|||lives|||REQUIRED|||-NONE-|||0
It not only affect the interpersonal skills but also bad for people 's health if the ones spend to much time on the social media .,This not only affects their interpersonal skills but it is also bad for people 's health they ones spend too much time on social media .,A 0 1|||Pform|||This|||REQUIRED|||-NONE-|||0; A 3 4|||SVA|||affects|||REQUIRED|||-NONE-|||0; A 4 5|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 8 8|||V0|||it is|||REQUIRED|||-NONE-|||0; A 15 17|||Pform|||they|||REQUIRED|||-NONE-|||0; A 18 19|||Wform|||too|||REQUIRED|||-NONE-|||0; A 22 23|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Secondly , social network may leak certain personal informations to the public , as the cyber environment is not perfect and not safe , people may not protect their privacy online effectively and sometimes , some people may use others personal information to deceive .","Secondly , social networks may leak personal informations information the public , as the cyber environment is not perfect and not safe , . People not protect their privacy online effectively and sometimes , people use others personal information the personal information of others",A 3 4|||Nn|||networks|||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 8 9|||Nn|||information|||REQUIRED|||-NONE-|||0; A 23 24|||Srun|||.|||REQUIRED|||-NONE-|||0; A 24 25|||Mec|||People|||REQUIRED|||-NONE-|||0; A 34 35|||Srun||||||REQUIRED|||-NONE-|||0; A 35 36|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 39 42|||WOinc|||the personal information of others|||REQUIRED|||-NONE-|||0
"In conclusion , although the unsafe online environment , spend too much time on internet may be the potential negative factors of using online social networks .","In conclusion , the unsafe online environment , and spending much time on internet may be the potential negative factors of using online social networks . However,","A 3 4|||Rloc-||||||REQUIRED|||-NONE-|||0; A 8 9|||Srun|||and|||REQUIRED|||-NONE-|||0; A 9 10|||Vform|||spending|||REQUIRED|||-NONE-|||0; A 27 27|||Trans|||However,|||REQUIRED|||-NONE-|||0"
It provides people with more convenient contact environment and improve the frequency of meeting with each others .,they provide people with a more communication platform environment and improve the amount meeting people meet each other,A 0 1|||Pform|||they|||REQUIRED|||-NONE-|||0; A 1 2|||SVA|||provide|||REQUIRED|||-NONE-|||0; A 4 4|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 6 8|||Wci|||communication platform|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||amount|||REQUIRED|||-NONE-|||0; A 12 13|||Prep||||||REQUIRED|||-NONE-|||0; A 13 17|||WOinc|||people meet each other|||REQUIRED|||-NONE-|||0
It also helps people to develop their interpersonal skills through online chating .,It also helps people to develop their interpersonal skills through online chatting .,A 11 12|||Mec|||chatting|||REQUIRED|||-NONE-|||0
"Overall , there are more benefits than the costs .","Overall , there are more benefits than the costs .",NONE
The wolrd is incresingly becoming flat by all kinds of social network website such as facebook and twitter .,The world is becoming flat flatter due to social network such as facebook websites twitter .,A 1 2|||Mec|||world|||REQUIRED|||-NONE-|||0; A 3 4|||Rloc-||||||REQUIRED|||-NONE-|||0; A 5 6|||Wform|||flatter|||REQUIRED|||-NONE-|||0; A 6 7|||Prep|||due to|||REQUIRED|||-NONE-|||0; A 7 9|||Rloc-||||||REQUIRED|||-NONE-|||0; A 9 10|||Prep||||||REQUIRED|||-NONE-|||0; A 12 13|||Nn|||websites|||REQUIRED|||-NONE-|||0
We can even know what a friend who leave thousands of miles away eat for lunch though these kinds of social media .,We can even find out what a friend lives leave thousands of miles ate eat for lunch though these kinds of social media .,A 3 4|||Wci|||find|||REQUIRED|||-NONE-|||0; A 4 4|||Prep|||out|||REQUIRED|||-NONE-|||0; A 8 9|||Wci|||lives|||REQUIRED|||-NONE-|||0; A 13 14|||Vform|||ate|||REQUIRED|||-NONE-|||0
"From some points of view , social really has a lot of advantages by let us communicate with friends cheaper and more conveniently .","From some points of view , social networks have has a lot of advantages they by let us communicate a in with convenient way cheaper and more conveniently .",A 7 7|||Wci|||networks|||REQUIRED|||-NONE-|||0; A 8 9|||SVA|||have|||REQUIRED|||-NONE-|||0; A 13 13|||Srun|||;|||REQUIRED|||-NONE-|||0; A 13 14|||Prep||||||REQUIRED|||-NONE-|||0; A 14 14|||Pform|||they|||REQUIRED|||-NONE-|||0; A 19 19|||Prep|||in|||REQUIRED|||-NONE-|||0; A 19 19|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 22 23|||Wform|||convenient way|||REQUIRED|||-NONE-|||0
"However , its disadvantages also can not be ingnored when you cosider it as a platform to show off and a stage for cyber crime .","However , its disadvantages also can not be ignored when you consider them as a platform to show off and a stage for cyber crime .",A 8 9|||Mec|||ignored|||REQUIRED|||-NONE-|||0; A 11 12|||Mec|||consider|||REQUIRED|||-NONE-|||0; A 12 13|||Pform|||them|||REQUIRED|||-NONE-|||0
Social network sites provides us many convenience .,Social network sites provides us with conveniences convenience .,A 5 5|||Prep|||with|||REQUIRED|||-NONE-|||0; A 6 7|||Nn|||conveniences|||REQUIRED|||-NONE-|||0
"Without hanging out with friends or talking with friends through phone , we can know his of her latest news by scaning the webpage .","Without hanging out with or talking with to through phone the , we can know their latest news by scaning the webpage their",A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0; A 7 8|||Prep|||to|||REQUIRED|||-NONE-|||0; A 10 10|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 15 18|||Pform|||their|||REQUIRED|||-NONE-|||0; A 22 23|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0
It can help us know more about each other .,They can help us learn know more about each other .,A 0 1|||Pform|||They|||REQUIRED|||-NONE-|||0; A 4 4|||Prep|||to|||REQUIRED|||-NONE-|||0; A 4 5|||Wci|||learn|||REQUIRED|||-NONE-|||0
It can make people become closer as well .,They can make people closer as well .,A 0 1|||Pform|||They|||REQUIRED|||-NONE-|||0; A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0
"For example , if you find out one of your friend 's favourite singer is Justin Biber through facebook , you can give him or her Justin Biber 's new album or concert ticket as a birthday gift .","For example , if you found out that one of your friend 's singers singer is Bieber Biber through facebook , could can them her Justin Biber 's new album or concert tickets to his concert a birthday gift .",A 5 6|||Vt|||found|||REQUIRED|||-NONE-|||0; A 7 7|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 13 14|||Nn|||singers|||REQUIRED|||-NONE-|||0; A 16 17|||Mec|||Bieber|||REQUIRED|||-NONE-|||0; A 21 22|||Vt|||could|||REQUIRED|||-NONE-|||0; A 23 26|||Pform|||them|||REQUIRED|||-NONE-|||0; A 32 34|||WOinc|||tickets to his concert|||REQUIRED|||-NONE-|||0
It will be really sweet and you two will surelly become closer .,It would be really sweet and you two would surely become closer .,A 1 2|||Vt|||would|||REQUIRED|||-NONE-|||0; A 8 9|||Vt|||would|||REQUIRED|||-NONE-|||0; A 9 10|||Mec|||surely|||REQUIRED|||-NONE-|||0
"In addition , social network site can help you keep in touch with friends living very far away .","In addition , social network sites can help you keep in touch with friends live living very far away .",A 5 6|||Nn|||sites|||REQUIRED|||-NONE-|||0; A 14 14|||Ssub|||who|||REQUIRED|||-NONE-|||0; A 14 15|||Vform|||live|||REQUIRED|||-NONE-|||0
I met some canadian friends in Egypt .,I met some canadian friends in Egypt ;,A 7 8|||Srun|||;|||REQUIRED|||-NONE-|||0
"Without facebook , we may lost contact .",without facebook we may would have contact .,A 0 1|||Mec|||without|||REQUIRED|||-NONE-|||0; A 2 3|||Srun||||||REQUIRED|||-NONE-|||0; A 4 5|||Vm|||would|||REQUIRED|||-NONE-|||0; A 5 5|||V0|||have|||REQUIRED|||-NONE-|||0
"However , thanks to facebook , I can still keep in touch with them and I know what they are doing recently as we living close to each other .","However , thanks to facebook , I can still keep in touch with them and I know what they have been doing recently as we live close to each other .",A 19 20|||Vform|||have been|||REQUIRED|||-NONE-|||0; A 24 25|||Vform|||live|||REQUIRED|||-NONE-|||0
The disadvantages of social network media are quite undeniable .,The disadvantages of social media are quite undeniable .,A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0
A research shows that people will unconsciously hide his or her real thought when he or her say or post something that will be exposed to the public .,research Research that people will unconsciously hide his their thought when he thoughts her they something that will be exposed to the public .,A 0 1|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 1 2|||Mec|||Research|||REQUIRED|||-NONE-|||0; A 8 11|||Pform|||their|||REQUIRED|||-NONE-|||0; A 12 13|||Nn|||thoughts|||REQUIRED|||-NONE-|||0; A 14 17|||Pform|||they|||REQUIRED|||-NONE-|||0
It means that one can not know another 's real thought and personalities by reading things that he or she put on social network media .,It means that one can not know another 's real thoughts and personality by reading things that they put on have social network .,A 10 11|||Nn|||thoughts|||REQUIRED|||-NONE-|||0; A 12 13|||Nn|||personality|||REQUIRED|||-NONE-|||0; A 17 20|||Pform|||they|||REQUIRED|||-NONE-|||0; A 20 20|||V0|||have|||REQUIRED|||-NONE-|||0; A 23 24|||Rloc-||||||REQUIRED|||-NONE-|||0
It will make him or her quite upset when they communicate in real life .,It would make them quite upset when they communicate in real life .,A 1 2|||Vt|||would|||REQUIRED|||-NONE-|||0; A 3 6|||Pform|||them|||REQUIRED|||-NONE-|||0
"In addition , with all those "" nice "" guys around on the social network website , one may neglect people surrounding him or her but just communicate with friends on facebook .","In addition , with all the "" nice "" guys around on social network website websites one may neglect people the surrounding them but just and with friends on facebook .",A 5 6|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 15 16|||Nn|||websites|||REQUIRED|||-NONE-|||0; A 20 20|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 22 25|||Pform|||them|||REQUIRED|||-NONE-|||0; A 25 26|||Trans|||and|||REQUIRED|||-NONE-|||0
It is a common scene that two people sitting next to each other seldom talk with each other but just look at their cellphone .,It is a common that people for sitting next to each other seldom to talk to each other and just look at their cellphones .,A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0; A 5 6|||Rloc-||||||REQUIRED|||-NONE-|||0; A 6 6|||Prep|||for|||REQUIRED|||-NONE-|||0; A 13 13|||Prep|||to|||REQUIRED|||-NONE-|||0; A 15 16|||Prep|||to|||REQUIRED|||-NONE-|||0; A 18 19|||Trans|||and|||REQUIRED|||-NONE-|||0; A 23 24|||Nn|||cellphones|||REQUIRED|||-NONE-|||0
