Before Statements,After Statements,Error Correction,Generated Statements
"When we are far away, social media makes it as we are infront of each other; sometimes when we are by each others' side, we are seem to be further than far away.","When we are far away, social media makes it as if we are in front of each other; sometimes when we are by each others' side, we seem to be further than far away.","[{'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Trans'}, {'idx_src': [13], 'idx_tgt': [14, 15], 'corr_type': 'Prep'}, {'idx_src': [29], 'idx_tgt': [], 'corr_type': 'Rloc-'}]","When we are far away, social media makes it seem like we are right in front of each other; sometimes, even when we're physically together, we can feel farther apart than when we're physically distant."
"This kind of feeling makes people's relationship not as stable, secure and reliable than before.","This kind of feeling makes people's relationship not as stable, secure and reliable as before.","[{'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Wci'}]","This kind of feeling makes people's relationships less stable, secure, and reliable than they were before."
"Besides, there are more people shwing their pictures of yummy food or travelling experience.","Besides, there are more people sharing their pictures of yummy food or travelling experiences.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Nn'}]","Besides, there are more people showing their pictures of yummy food or traveling experiences."
"To some extent, this makes our life more luxry and blundering.","To some extent, this makes our life more luxurious and blundering.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Mec'}]","To some extent, this makes our lives more luxurious and leisurely."
"For myself, I am long to some places after I saw those beatiful pictures taken by my firneds.","For myself, I long for some places after I see beautiful pictures taken by my firneds.","[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [6], 'idx_tgt': [5], 'corr_type': 'Prep'}, {'idx_src': [11], 'idx_tgt': [10], 'corr_type': 'Vt'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [13], 'idx_tgt': [11], 'corr_type': 'Mec'}]","For myself, I am longing to visit some places after I saw those beautiful pictures taken by my friends."
Sometimes I even canoot sleep well because of excitement.,Sometimes I cannot sleep well because of excitement.,"[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [3], 'idx_tgt': [2, 3], 'corr_type': 'Mec'}]",Sometimes I even cannot sleep well because of excitement.
Social media makes our life patten so fast and left us less time to think about our life.,"Social media makes our lifestyle so fast, which leaves us less time to think about our life.","[{'idx_src': [4, 5], 'idx_tgt': [4], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Ssub'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Vt'}]",Social media makes our lives pattern so fast and leaves us less time to think about our lives.
Social media is becoming more important and we need to think more to make it serve us better and better.,Social media is becoming more important and we need to think more to make it serve us better and better.,[],"Social media is becoming increasingly important, and we need to think critically to make it serve us better and better."
"Interpersonal skills, like any other skills requires practice.","Interpersonal skills, like any other skills require practice.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'SVA'}]","Interpersonal skills, like any other skill, require practice."
"Besides that, these skills requires time to develop and adapted.","Besides that, these skills require time to develop and adapt.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'SVA'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Vform'}]","Besides that, these skills require time to develop and adapt."
"The burgeoning of social media definitely has its stint; but amongst all good things, it is better to have them in moderation.","The burgeoning of social media definitely has its benefits; but with all good things, it is better to have them in moderation.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Prep'}]","The rise of social media undoubtedly has its drawbacks; however, amidst all the good things, it is better to have them in moderation."
Convenience and efficiency are two very important use of social media.,Convenience and efficiency are two very important uses of social media.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Nn'}]",Convenience and efficiency are two very important uses of social media.
"While millions of users are connect at any one time, any information can be readily available at their perusal.","While millions of users are connected at any one time, any information can be readily available at their perusal.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Vform'}]","While millions of users are connected at any one time, any information can be readily available at their perusal."
This improves the connectivity between the users.,This improves the connectivity between the users.,[],This improves the connectivity between the users.
"For an example, one is able to send notifications and other information we use to have them in hardcopy previously, over the web and the process takes seconds.","For example, one is able to send notifications and other information we used to have in hardcopy previously, over the web and the process takes seconds.","[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [14], 'idx_tgt': [13], 'corr_type': 'Wci'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Pref'}]","For example, one is able to send notifications and other information that we used to have in hard copy previously, over the web, and the process takes just seconds."
"The receipent,will then receive the information almost immediately depending on the quality of the network.","The recipient,will then receive the information almost immediately depending on the quality of the network.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Mec'}]","The recipient will then receive the information almost immediately, depending on the quality of the network."
This covenience can be percieved as almost in realtime.,This convenience can be percieved as almost in realtime.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Mec'}]",This convenience can be perceived as almost in real-time.
"Next, communication are also greatly improved.","Next, communications are also greatly improved.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Nn'}]","Next, communication is also greatly improved."
"In the past, vast communication are done by one of the many such a telegram, snail mail and poor-quality voice calls.","In the past, many communications were done by one of many such as telegram, snail mail and poor-quality voice calls.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Wci'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Vt'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Trans'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'SVA'}]","In the past, vast communications were done by one of the many methods, including telegrams, snail mail, and poor-quality voice calls."
"With the welcoming of application such as Skype and Facetime, any individual can phase off most, of the olden days communication methods.","With the welcoming of applications such as Skype and Facetime, any individual can phase off most of the olden days' communication methods.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Nn'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Npos'}]","With the advent of applications like Skype and FaceTime, anyone can phase out most of the old-fashioned communication methods."
"Aside from hearing the voice, a webcamera could also be affixed to emulate a 'real' interaction with expressions and gestures.","Aside from hearing the voice, a webcamera could also be affixed to emulate a 'real' interaction with expressions and gestures.",[],"Aside from hearing the voice, a webcam could also be affixed to emulate a ""real"" interaction with expressions and gestures."
Communication would have took a different turn without the easily available social media.,Communication would have took a different turn without the easily available social media.,[],Communication would have taken a different turn without the easily available social media.
"However, it is a good practice not to intesively use social media all the time.","However, it is a good practice not to intensely use social media all the time.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Mec'}]","However, it is a good practice not to use social media intensively all the time."
