source,target,annotation
And even we gather together more people find themselves has less topics to talk than before and choose to digging from their social media again .,"And even if we gather , together more they have themselves has less topics about to talk than before dig choose to digging from their social media again .","A 2 2|||Trans|||if|||REQUIRED|||-NONE-|||0; A 5 5|||Mec|||,|||REQUIRED|||-NONE-|||0; A 8 9|||Pform|||they|||REQUIRED|||-NONE-|||0; A 9 10|||SVA|||have|||REQUIRED|||-NONE-|||0; A 14 14|||Prep|||about|||REQUIRED|||-NONE-|||0; A 19 20|||Vform|||dig|||REQUIRED|||-NONE-|||0"
"When we are far away , social media makes it as we are infront of each other ; sometimes when we are by each others ' side , we are seem to be further than far away .","When we are far away , social media makes it as if we in front infront of each other ; sometimes when we are by each others ' side , are seem to be further than far away .",A 11 11|||Trans|||if|||REQUIRED|||-NONE-|||0; A 13 14|||Prep|||in front|||REQUIRED|||-NONE-|||0; A 29 30|||Rloc-||||||REQUIRED|||-NONE-|||0
"This kind of feeling makes people 's relationship not as stable , secure and reliable than before .","This kind of feeling makes people 's relationship not as stable , secure and reliable as before .",A 15 16|||Wci|||as|||REQUIRED|||-NONE-|||0
"Besides , there are more people shwing their pictures of yummy food or travelling experience .","Besides , there are more people sharing their pictures of yummy food or travelling experiences .",A 6 7|||Mec|||sharing|||REQUIRED|||-NONE-|||0; A 14 15|||Nn|||experiences|||REQUIRED|||-NONE-|||0
"To some extent , this makes our life more luxry and blundering .","To some extent , this makes our life more luxurious and blundering .",A 9 10|||Mec|||luxurious|||REQUIRED|||-NONE-|||0
"For myself , I am long to some places after I saw those beatiful pictures taken by my firneds .","For myself , I long to for places after I saw see pictures beautiful by my firneds .",A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0; A 6 7|||Prep|||for|||REQUIRED|||-NONE-|||0; A 11 12|||Vt|||see|||REQUIRED|||-NONE-|||0; A 12 13|||Pref||||||REQUIRED|||-NONE-|||0; A 13 14|||Mec|||beautiful|||REQUIRED|||-NONE-|||0
Sometimes I even canoot sleep well because of excitement .,Sometimes I canoot can not well because of excitement .,A 2 3|||Rloc-||||||REQUIRED|||-NONE-|||0; A 3 4|||Mec|||can not|||REQUIRED|||-NONE-|||0
Social media makes our life patten so fast and left us less time to think about our life .,Social media makes our lifestyle so fast and which leaves us less time to think about our life .,"A 4 6|||Wci|||lifestyle|||REQUIRED|||-NONE-|||0; A 8 8|||Mec|||,|||REQUIRED|||-NONE-|||0; A 8 9|||Ssub|||which|||REQUIRED|||-NONE-|||0; A 9 10|||Vt|||leaves|||REQUIRED|||-NONE-|||0"
Social media is becoming more important and we need to think more to make it serve us better and better .,Social media is becoming more important and we need to think more to make it serve us better and better .,NONE
"Interpersonal skills , like any other skills requires practice .","Interpersonal skills , like any other skills require practice .",A 7 8|||SVA|||require|||REQUIRED|||-NONE-|||0
"Besides that , these skills requires time to develop and adapted .","Besides that , these skills require time to develop and adapt .",A 5 6|||SVA|||require|||REQUIRED|||-NONE-|||0; A 10 11|||Vform|||adapt|||REQUIRED|||-NONE-|||0
"The burgeoning of social media definitely has its stint ; but amongst all good things , it is better to have them in moderation .","The burgeoning of social media definitely has its benefits ; but with all good things , it is better to have them in moderation .",A 8 9|||Wci|||benefits|||REQUIRED|||-NONE-|||0; A 11 12|||Prep|||with|||REQUIRED|||-NONE-|||0
Convenience and efficiency are two very important use of social media .,Convenience and efficiency are two very important uses of social media .,A 7 8|||Nn|||uses|||REQUIRED|||-NONE-|||0
"While millions of users are connect at any one time , any information can be readily available at their perusal .","While millions of users are connected at any one time , any information can be readily available at their perusal .",A 5 6|||Vform|||connected|||REQUIRED|||-NONE-|||0
This improves the connectivity between the users .,This improves the connectivity between the users .,NONE
"For an example , one is able to send notifications and other information we use to have them in hardcopy previously , over the web and the process takes seconds .","For example , one is able to send notifications and other information we use used have them hardcopy previously , over the web and the process takes seconds .",A 1 2|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 14 15|||Wci|||used|||REQUIRED|||-NONE-|||0; A 17 18|||Pref||||||REQUIRED|||-NONE-|||0
"The receipent,will then receive the information almost immediately depending on the quality of the network .","The recipient,will then receive the information almost immediately depending on the quality of the network .","A 1 2|||Mec|||recipient,will|||REQUIRED|||-NONE-|||0"
This covenience can be percieved as almost in realtime .,This convenience can be percieved as almost in realtime .,A 1 2|||Mec|||convenience|||REQUIRED|||-NONE-|||0
"Next , communication are also greatly improved .","Next , communications are also greatly improved .",A 2 3|||Nn|||communications|||REQUIRED|||-NONE-|||0
"In the past , vast communication are done by one of the many such a telegram , snail mail and poor-quality voice calls .","In the past , many communications were done by one of many such a telegram , snail mail and poor-quality voice calls .",A 4 5|||Wci|||many|||REQUIRED|||-NONE-|||0; A 5 6|||Nn|||communications|||REQUIRED|||-NONE-|||0; A 6 7|||Vt|||were|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 14 14|||Trans|||as|||REQUIRED|||-NONE-|||0; A 14 15|||SVA||||||REQUIRED|||-NONE-|||0
"With the welcoming of application such as Skype and Facetime , any individual can phase off most , of the olden days communication methods .","With the welcoming of applications such as Skype and Facetime , any individual can phase off most of the olden days communication ' methods .",A 4 5|||Nn|||applications|||REQUIRED|||-NONE-|||0; A 17 18|||Mec||||||REQUIRED|||-NONE-|||0; A 22 22|||Npos|||'|||REQUIRED|||-NONE-|||0
"Aside from hearing the voice , a webcamera could also be affixed to emulate a 'real ' interaction with expressions and gestures .","Aside from hearing the voice , a webcamera could also be affixed to emulate a 'real ' interaction with expressions and gestures .",NONE
Communication would have took a different turn without the easily available social media .,Communication would have took a different turn without the easily available social media .,NONE
"However , it is a good practice not to intesively use social media all the time .","However , it is a good practice not to intensely use social media all the time .",A 9 10|||Mec|||intensely|||REQUIRED|||-NONE-|||0
"Intimate interaction greatly lack in social media interactions , particularly the touch .","Intimate interactions greatly lack in social media interactions , particularly touch .",A 1 2|||Nn|||interactions|||REQUIRED|||-NONE-|||0; A 10 11|||ArtOrDet||||||REQUIRED|||-NONE-|||0
Having to meet and interact for talks allows one to be closer to the recepient .,Having to meet and interact for talks allows one to be closer to the recepient .,NONE
"It involves a level of dynamic interaction which utlises the motor , thinking and verbal cortex of the mind to coordinate .","It involves a level of dynamic interaction which utlises the motor , thinking and verbal cortex of the mind in coordination .",A 19 20|||Prep|||in|||REQUIRED|||-NONE-|||0; A 20 21|||Wform|||coordination|||REQUIRED|||-NONE-|||0
"Unlike the use of social media , most of the interaction is done with thinking and typing .","Unlike the use of social media , most of the interaction is done with thinking and typing .",NONE
"As a result , one does not train the necessarily parts of the skills required for a proper interpersonal relations .","As a result , one does not train the necessary skills required for a proper interpersonal .",A 9 10|||Wform|||necessary|||REQUIRED|||-NONE-|||0; A 10 13|||Rloc-||||||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet||||||REQUIRED|||-NONE-|||0
It is also entire incorrect to fault social media alone for the lack of interpersonal skill .,It is also entirely incorrect to fault social media alone for the lack of interpersonal skills .,A 3 4|||Wform|||entirely|||REQUIRED|||-NONE-|||0; A 15 16|||Nn|||skills|||REQUIRED|||-NONE-|||0
"Howard Garner studied the effect of multiple intelligences amongst people and stated that interpersonal intelligence is a form of skills on its own - some has it , some does not .","Howard Garner studied the effect of multiple intelligences amongst people and stated that interpersonal intelligence is a form of skills on its own - some have it , some do not .",A 25 26|||SVA|||have|||REQUIRED|||-NONE-|||0; A 29 30|||SVA|||do|||REQUIRED|||-NONE-|||0
"Howard Garner mentioned that the different intelligences can be charted , in accordance of utilising tests , and ranked .","Howard Garner mentioned that the different intelligences can be charted , in accordance of utilising tests , and ranked .",NONE
"Fundamentally , those who scored lower ranking for interpersonal skills are more likely to stumble when this skill is needed .","Fundamentally , those who score lower for interpersonal skills are more likely to stumble when this skill is needed .",A 4 5|||Vt|||score|||REQUIRED|||-NONE-|||0; A 6 7|||Rloc-||||||REQUIRED|||-NONE-|||0
"Though social media need not be necessarily bad , it must be used accordingly - for work , family , friends .","Though social media need not be necessarily bad , it must be used accordingly - for work , family , friends .",NONE
"The types of use must also be taken note of - informing , interacting , discussion and others .","The types of use must also be taken note of - informing , interacting , discussion and others .",NONE
The space of separation between the parties must also be looked at .,The space of separation between the parties must also be looked at .,NONE
"For people who are living very far from one another , the intensive use social media is justified .","For people who are living very far from one another , the intensive use of social media is justified .",A 14 14|||Prep|||of|||REQUIRED|||-NONE-|||0
