source,target,annotation
A guy who is going travel for months can easily tell all of his friends about his activity .,A guy who is going travelling for months can easily tell all of his friends about his activity .,A 5 6|||Vform|||travelling|||REQUIRED|||-NONE-|||0
"When one of his friends who is not aware of this has failed to contact him via telephone calls , he might be able to get his whereabout using social media .","When one of his friends who is not aware of this has failed to contact him via telephone calls , she might be able to find his whereabouts using social media .",A 20 21|||Pref|||she|||REQUIRED|||-NONE-|||0; A 25 26|||Wci|||find|||REQUIRED|||-NONE-|||0; A 27 28|||Mec|||whereabouts|||REQUIRED|||-NONE-|||0
These are the advantages that save works most of the time .,These are the advantages that save work most of the time .,A 6 7|||Nn|||work|||REQUIRED|||-NONE-|||0
"In conclude , socia media benefits people in several ways but in the same time harms people .","In conclusion , social media benefit people in several ways , at in the same harm harms people .","A 1 2|||Wform|||conclusion|||REQUIRED|||-NONE-|||0; A 3 4|||Mec|||social|||REQUIRED|||-NONE-|||0; A 5 6|||SVA|||benefit|||REQUIRED|||-NONE-|||0; A 10 10|||Mec|||,|||REQUIRED|||-NONE-|||0; A 11 12|||Prep|||at|||REQUIRED|||-NONE-|||0; A 15 16|||SVA|||harm|||REQUIRED|||-NONE-|||0"
People should avoid the misuse of socia media and use it in the proper way .,People should avoid the misuse of social media and use them in the proper way .,A 6 7|||Mec|||social|||REQUIRED|||-NONE-|||0; A 10 11|||Pref|||them|||REQUIRED|||-NONE-|||0
"With the aids of social media , people bonds globally , information flows rapidly , and human lives happily .","With the aid of social media , people bond globally , information flows rapidly , and humans live happily .",A 2 3|||Nn|||aid|||REQUIRED|||-NONE-|||0; A 8 9|||SVA|||bond|||REQUIRED|||-NONE-|||0; A 16 17|||Nn|||humans|||REQUIRED|||-NONE-|||0; A 17 18|||SVA|||live|||REQUIRED|||-NONE-|||0
All of us are living in the technology realm society .,All of us are living in a technological society .,A 6 7|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 7 8|||Wform|||technological|||REQUIRED|||-NONE-|||0; A 8 9|||Rloc-||||||REQUIRED|||-NONE-|||0
Have you ever wondered why we use these tools to connect ourselves with other people ?,Have you ever wondered why we use these tools to connect with other people ?,A 11 12|||Pref||||||REQUIRED|||-NONE-|||0
It started withthe invention of technology which has evolved tremendously over the past few decades .,It started with the invention of the that which has evolved tremendously over the past few decades .,A 2 3|||Mec|||with the|||REQUIRED|||-NONE-|||0; A 5 5|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 6 7|||Ssub|||that|||REQUIRED|||-NONE-|||0
"In the past , we travel by ship and now we can use airplane to do so .","In the past , we travelled by ship and now we can use an airplane to do so .",A 5 6|||Vt|||travelled|||REQUIRED|||-NONE-|||0; A 13 13|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0
"In the past , it took a few days to receive a message as we need to post our letter and now , we can use e-mail which stands for electronic message to send messages to our friends or even use our handphone to send our messages .","In the past , it took a few days to receive a message , as needed need to post our but letter now , we can use , e-mail which stands mail , electronic message to send messages to . We can friends or mobile phones use our handphone to send our messages .","A 13 13|||Mec|||,|||REQUIRED|||-NONE-|||0; A 15 16|||Vt|||needed|||REQUIRED|||-NONE-|||0; A 20 20|||Mec|||,|||REQUIRED|||-NONE-|||0; A 20 21|||Trans|||but|||REQUIRED|||-NONE-|||0; A 22 23|||Mec||||||REQUIRED|||-NONE-|||0; A 27 27|||Mec|||,|||REQUIRED|||-NONE-|||0; A 31 32|||Wci|||mail ,|||REQUIRED|||-NONE-|||0; A 38 39|||Srun|||.|||REQUIRED|||-NONE-|||0; A 39 39|||V0|||We can|||REQUIRED|||-NONE-|||0; A 42 43|||Wci|||mobile phones|||REQUIRED|||-NONE-|||0"
From the example that I have mentioned earlier we can see that distance between us and our loved one are getting further apart .,"From the example that I mentioned earlier we , can see that the distance between us and our ones is are getting further apart .","A 5 6|||Vt||||||REQUIRED|||-NONE-|||0; A 8 8|||Mec|||,|||REQUIRED|||-NONE-|||0; A 12 12|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 18 19|||Nn|||ones|||REQUIRED|||-NONE-|||0; A 19 20|||SVA|||is|||REQUIRED|||-NONE-|||0"
"This is because by the ease of technology such as airplane , some of our friends might be going overseas to continue their studies or even you are away from your family to pursue your studies or even careers in life .","This is because with by the ease of technology such airplanes airplane , some of our friends go going overseas to continue their studies . Maybe even you are away from your , family to pursue your studies career even in life .","A 3 3|||Mec|||,|||REQUIRED|||-NONE-|||0; A 3 4|||Prep|||with|||REQUIRED|||-NONE-|||0; A 10 11|||Nn|||airplanes|||REQUIRED|||-NONE-|||0; A 17 19|||Vt|||go|||REQUIRED|||-NONE-|||0; A 24 25|||Srun|||.|||REQUIRED|||-NONE-|||0; A 25 25|||Trans|||Maybe|||REQUIRED|||-NONE-|||0; A 32 32|||Mec|||,|||REQUIRED|||-NONE-|||0; A 38 38|||ArtOrDet|||your|||REQUIRED|||-NONE-|||0; A 38 39|||Nn|||career|||REQUIRED|||-NONE-|||0; A 39 40|||Prep||||||REQUIRED|||-NONE-|||0; A 40 41|||Rloc-||||||REQUIRED|||-NONE-|||0"
"Thus , this makes Twitter and Facebook become one of the medium that we need .","Thus , this makes Twitter and Facebook become type of medium media we need .",A 7 7|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 7 8|||Rloc-||||||REQUIRED|||-NONE-|||0; A 8 9|||Wci|||type|||REQUIRED|||-NONE-|||0; A 10 11|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 11 12|||Nn|||media|||REQUIRED|||-NONE-|||0
"Nevertheless,everything in life has positive and negative effects .","Nevertheless , everything in life has positive and negative effects .","A 0 1|||Mec|||Nevertheless , everything|||REQUIRED|||-NONE-|||0"
This is applicable to these social media sites .,This is applicable to these social media sites .,NONE
The next two paragraphs will be discussing about the advantages and disadvantages of using social media in our society .,The next two paragraphs will discuss about advantages and disadvantages of using social media in our society .,A 5 7|||Vform|||discuss|||REQUIRED|||-NONE-|||0; A 7 8|||Prep||||||REQUIRED|||-NONE-|||0
"With the help of social media tools , we can stay in contact and keep ourselves up to date with our family and friends even though we are away from them .","With the help of social media tools , we can stay in contact and keep ourselves up-to-date with our family and friends even though , we are away from them .","A 16 19|||Mec|||up-to-date|||REQUIRED|||-NONE-|||0; A 24 24|||Mec|||,|||REQUIRED|||-NONE-|||0"
Social media sites such as Facebook has allow us to share our pictures or even chat online with our parents while we are overseas .,Social media sites such as Facebook have allowed us to share our pictures or even chat online with our parents while we are overseas .,A 6 7|||SVA|||have|||REQUIRED|||-NONE-|||0; A 7 8|||Vt|||allowed|||REQUIRED|||-NONE-|||0
This approaches help the parents to communicate with their children and know what kind of activities that their children have when they are overseas .,This approaches help the parents to communicate with their children and know what kind of experiences their children have when they are overseas .,A 15 16|||Wci|||experiences|||REQUIRED|||-NONE-|||0; A 16 17|||Ssub||||||REQUIRED|||-NONE-|||0
The social media is beneficial as it connect you and your loved one even though you are separated by the distance .,"social Social is are as it they you and with loved one ones , though you are separated by the .","A 0 1|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 1 2|||Mec|||Social|||REQUIRED|||-NONE-|||0; A 3 4|||SVA|||are|||REQUIRED|||-NONE-|||0; A 6 7|||Pref|||they|||REQUIRED|||-NONE-|||0; A 9 10|||Prep|||with|||REQUIRED|||-NONE-|||0; A 12 13|||Nn|||ones ,|||REQUIRED|||-NONE-|||0; A 19 20|||ArtOrDet||||||REQUIRED|||-NONE-|||0"
It might not be able to replace the joy that you have when you are with your family but it could help to reduce the sadness of being away from your family .,"It might not be possible to replace the joy that you have when you are with your family , but it could help to reduce the sadness of being away from your family .","A 4 5|||Wci|||possible|||REQUIRED|||-NONE-|||0; A 18 18|||Mec|||,|||REQUIRED|||-NONE-|||0"
"As I mentioned in the beginning , there is also disadvantages of social media tools .","As I mentioned in the beginning , there are also disadvantages of social media tools .",A 8 9|||SVA|||are|||REQUIRED|||-NONE-|||0
One of them is that it reduce the level of concentration especially among the youngsters .,"One of them is that they reduce level levels concentration especially , among the youngsters .","A 5 6|||Pref|||they|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 8 9|||Nn|||levels|||REQUIRED|||-NONE-|||0; A 11 11|||Mec|||,|||REQUIRED|||-NONE-|||0"
This is because it is part of everyone 's habit to check their facebook 's page as their friends will post something new every second .,"This is because it is one of everyone 's habits to check their Facebook page as , their friends could post something new any second .","A 5 6|||Wci|||one|||REQUIRED|||-NONE-|||0; A 9 10|||Nn|||habits|||REQUIRED|||-NONE-|||0; A 13 15|||Mec|||Facebook|||REQUIRED|||-NONE-|||0; A 16 16|||Mec|||,|||REQUIRED|||-NONE-|||0; A 19 20|||Vm|||could|||REQUIRED|||-NONE-|||0; A 23 24|||ArtOrDet|||any|||REQUIRED|||-NONE-|||0"
"Thus , you can see that some students will browse facebook while attending lectures .","Thus , you can see that some students browsing facebook Facebook attending lectures .",A 8 10|||Vt|||browsing|||REQUIRED|||-NONE-|||0; A 10 11|||Mec|||Facebook|||REQUIRED|||-NONE-|||0
This means that the students are not concetrating when they supposed to do so .,This means that the students are not concetrating when they are supposed to do so .,A 10 10|||V0|||are|||REQUIRED|||-NONE-|||0
"As a result , it could affect their lives and studies .","As a result , it could affect their lives and studies .",NONE
This will then could lead to stress as these students are not able to cope with their studies because they were distracted .,"This will then lead to stress as , these students will not be able to cope with their , studies because they were distracted .","A 3 4|||Rloc-||||||REQUIRED|||-NONE-|||0; A 7 7|||Mec|||,|||REQUIRED|||-NONE-|||0; A 10 11|||Vt|||will|||REQUIRED|||-NONE-|||0; A 12 12|||Vt|||be|||REQUIRED|||-NONE-|||0; A 18 18|||Mec|||,|||REQUIRED|||-NONE-|||0"
"In my opinion , every individual has to take responsibility of their own lives by making a right decision .","In my opinion , every individual has to take responsibility of their own life by making the right decisions .",A 13 14|||Nn|||life|||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 18 19|||Nn|||decisions|||REQUIRED|||-NONE-|||0
"There are advantages and disadvantages in using social media sites , however in this case striking balance between social media and lives is the most important thing to do .","There are advantages and disadvantages to using social media sites , however , in this , a case striking balance between life media and lives is the most important thing to do .","A 5 6|||Prep|||to|||REQUIRED|||-NONE-|||0; A 12 12|||Mec|||,|||REQUIRED|||-NONE-|||0; A 15 15|||Mec|||,|||REQUIRED|||-NONE-|||0; A 16 16|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 21 22|||Nn|||life|||REQUIRED|||-NONE-|||0"
"Nowadays , the use of the sociall media platforms is a commonplace in our lives .","Nowadays , the use of the social media platforms is commonplace in our lives .",A 6 7|||Mec|||social|||REQUIRED|||-NONE-|||0; A 10 11|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"In increasingly globalised world , such platforms even enhances and compliccates the links between indivduals in the world .","In an increasingly globalised world , such platforms enhance enhances complicates the links between indivduals in the world .",A 1 1|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0; A 8 9|||SVA|||enhance|||REQUIRED|||-NONE-|||0; A 10 11|||SVA|||complicates|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet||||||REQUIRED|||-NONE-|||0
