Before Statements,After Statements,Error Correction
It may be awkward and embarrassed for a person to tell relatives that he or she is a carrier of a known genetic risk.,It may be awkward and embarrassing for a person to tell their relatives that they are a carrier of a known genetic risk.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'ArtOrDet'}, {'idx_src': [13, 14, 15], 'idx_tgt': [14], 'corr_type': 'Pref'}, {'idx_src': [16], 'idx_tgt': [15], 'corr_type': 'SVA'}]"
"But they are all from one family and own the same forefather, then of course they own the same genes in some part.","But if they are all from one family and have the same ancestors, then of course they will have the same genes to some extent.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Trans'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'Wci'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'Wci'}, {'idx_src': [17], 'idx_tgt': [18, 19], 'corr_type': 'Vm'}, {'idx_src': [21], 'idx_tgt': [23], 'corr_type': 'Prep'}, {'idx_src': [23], 'idx_tgt': [25], 'corr_type': 'Wci'}]"
Therefore there is nothing to be shy for or be afraid of.,Therefore there is nothing to be shy for or be afraid of.,[]
"If the person tell their relatives that he or she carries a disease gene, his or her relatives can go to hospital to check whether they also get a disease gene.","If the person tells their relatives that they carries a genetic disease, their relatives can go to hospital to check whether they also have the disease gene.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'SVA'}, {'idx_src': [7, 8, 9], 'idx_tgt': [7], 'corr_type': 'Pref'}, {'idx_src': [12, 13], 'idx_tgt': [10, 11], 'corr_type': 'WOadv'}, {'idx_src': [15, 16, 17], 'idx_tgt': [13], 'corr_type': 'Pref'}, {'idx_src': [28], 'idx_tgt': [24], 'corr_type': 'Wci'}, {'idx_src': [29], 'idx_tgt': [25], 'corr_type': 'ArtOrDet'}]"
Then the relatives can prepare themselves to prevent the disease to occur.,Then the relatives can prepare themselves to prevent the disease from occurring.,"[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Prep'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Vform'}]"
Also they can prevent the disease going to their offspring.,"Also, they can prevent the disease passing to their offspring.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Mec'}, {'idx_src': [6], 'idx_tgt': [7], 'corr_type': 'Wci'}]"
"If the relatives carry that disease gene, they can share the experience with him or her and give some help, they will also teach him or her how to communicate with others about this issue.","If the relatives carry the genetic disease, they can share the experience with them and offer some help. They will also teach them how to communicate with others about this issue.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}, {'idx_src': [5, 6], 'idx_tgt': [5, 6], 'corr_type': 'WOadv'}, {'idx_src': [14, 15, 16], 'idx_tgt': [14], 'corr_type': 'Pref'}, {'idx_src': [18], 'idx_tgt': [16], 'corr_type': 'Wci'}, {'idx_src': [21, 22], 'idx_tgt': [19, 20], 'corr_type': 'Srun'}, {'idx_src': [26, 27, 28], 'idx_tgt': [24], 'corr_type': 'Pref'}]"
"If he or her not get married, he or she must tell his or her partner that he carries disease gene.","If they get married, they must tell their partner that they carry a genetic disease.","[{'idx_src': [1, 2, 3], 'idx_tgt': [1], 'corr_type': 'Pref'}, {'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [8, 9, 10], 'idx_tgt': [5], 'corr_type': 'Pref'}, {'idx_src': [13, 14, 15], 'idx_tgt': [8], 'corr_type': 'Pref'}, {'idx_src': [18], 'idx_tgt': [11], 'corr_type': 'Pref'}, {'idx_src': [19], 'idx_tgt': [12], 'corr_type': 'SVA'}, {'idx_src': [20, 21], 'idx_tgt': [13, 14, 15], 'corr_type': 'WOadv'}]"
Then they can have a healthy baby with the help of the doctors.,Then they can have a healthy baby with the help of doctors.,"[{'idx_src': [11], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"Or else, if he holds back the genetic risk, they may have a unhealthy baby and may cause the death of the baby or end of their marriage.","Or else, if they conceal the genetic risk, they may have a unhealthy baby which may cause the death of the baby or the end of their marriage.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Pref'}, {'idx_src': [5, 6], 'idx_tgt': [5], 'corr_type': 'Wci'}, {'idx_src': [17], 'idx_tgt': [16], 'corr_type': 'Ssub'}, {'idx_src': [], 'idx_tgt': [25], 'corr_type': 'ArtOrDet'}]"
There is a story I watched on TV.,There is a story I watched on TV.,[]
"A couple did not have a child after their marriage for a long time, their parents were anxious about that and asked them to go to hospital to check what was the problem.","A couple did not have a child after their marriage for a long time, and their parents were anxious about that and asked them to go to hospital to check what the problem was.","[{'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Trans'}, {'idx_src': [31, 32, 33], 'idx_tgt': [32, 33, 34], 'corr_type': 'WOinc'}]"
"After came back from the hospital, the man told his parents that the problem was that he carried a disease gene so that they can not have a baby in their life time.","After they came back from the hospital, the man told his parents that the problem was that he carried a genetic disease so that they could not have a baby in their lifetime.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Pref'}, {'idx_src': [20, 21], 'idx_tgt': [21, 22], 'corr_type': 'WOadv'}, {'idx_src': [25], 'idx_tgt': [26], 'corr_type': 'Vm'}, {'idx_src': [32, 33], 'idx_tgt': [33], 'corr_type': 'Mec'}]"
"The woman did not know the test result, but she overheard the talk and decided to divorce with her husband.","The woman did not know the test results, but she overheard the talk and decided to divorce her husband.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'Prep'}]"
"After got the divorce certificate, the man showed her the test report; it wrote that the woman carried the disease gene instead of the man.","After they got the divorce certificate, the man showed her the test report; it said that the woman carried the genetic disease instead of the man.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Pref'}, {'idx_src': [15], 'idx_tgt': [16], 'corr_type': 'Wci'}, {'idx_src': [21, 22], 'idx_tgt': [22, 23], 'corr_type': 'WOadv'}]"
"At that time, the woman known how much her husband loved her but she ruined her happiness.","At that time, the woman knew how much her husband loved her but she ruined her happiness.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Vt'}]"
Tears showed nothing.,Tears solved nothing.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Wci'}]"
"People can not avoid carrying the disease genes, which they born with.","People can not avoid carrying the genetic disease, which they were born with.","[{'idx_src': [6, 7], 'idx_tgt': [6, 7], 'corr_type': 'WOadv'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'V0'}]"
"However, they can avoid the disease genes being inhered to their children.","However, they can avoid the genetic disease being inherited to their children.","[{'idx_src': [6, 7], 'idx_tgt': [6, 7], 'corr_type': 'WOadv'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Mec'}]"
"By telling their relatives that they may have a risk of carrying the disease gene can make their family members bond closely, also many risks and conflicts can be avoided.","By telling their relatives that they may have a risk of carrying the genetic disease, they can make their family members bond closely, and also many risks and conflicts can be avoided.","[{'idx_src': [13, 14], 'idx_tgt': [13, 14, 15], 'corr_type': 'WOadv'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [25], 'corr_type': 'Trans'}]"
Genetic testing has become a beneficial way to predict and protect each individual at risk for a disorder.,Genetic testing has become a beneficial way to predict and protect each individual at risk for a disorder.,[]
"However, there rises a family-related ethical dilemma if it is right to tell a carrier's family once the test has been conducted and the results are known.","However, there arises a family-related ethical dilemma of whether it is right to tell a carrier's family once the test has been conducted and the results are known.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wform'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Trans'}]"
I am most inclined to believe that his or her relatives have the rights to know the result.,I am most inclined to believe that their relatives have the right to know the result.,"[{'idx_src': [7, 8, 9], 'idx_tgt': [7], 'corr_type': 'Pref'}, {'idx_src': [13], 'idx_tgt': [11], 'corr_type': 'Nn'}]"
"The answer is simply that everyone, especially our family, has the right to know the truth.","The answer is simply that everyone, especially our families, has the right to know the truth.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Nn'}]"
"Though it is said that genetic testing involves emotional and social risks due to the test results, while the potential negative impacts of the risk still exist, the consequence will be significant if other members of his or her family do not know.","Though it is said that genetic testing involves emotional and social risks due to the test results, while the potential negative impacts of the risk still exist, the consequences will be significant if other members of their family do not know.","[{'idx_src': [30], 'idx_tgt': [30], 'corr_type': 'Nn'}, {'idx_src': [38, 39, 40], 'idx_tgt': [38], 'corr_type': 'Pref'}]"
Then they are unable to have a suitable method to protect themselves and emotional preparations.,Then they are unable to have a suitable method to protect themselves and make emotional preparations.,"[{'idx_src': [], 'idx_tgt': [13], 'corr_type': 'V0'}]"
"Taking Angeline Jolie for example, she is famous but she still revealed the truth about her genetic testing on the development of her breast cancer risk.",Take Angeline Jolie for example; she is famous but she still revealed the truth about her genetic testing of the development of her breast cancer risk.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Vform'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Mec'}, {'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Prep'}]"
Everything is not that bad if you know how to look at the bright side with hope.,Everything is not so bad if you know how to look on the bright side with hope.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wci'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Prep'}]"
"People may feel angry, depressed, or even guilty about their results.","People may feel angry, depressed, or even guilty about their results.",[]
"In some cases, a carrier can suffer tension within a family because the result is also related to the others 'risk somehow.","In some cases, a carrier can suffer tension within their family because the result is also related to the others 'risk somehow.","[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}]"
"However, I believe it is just a usual reaction to this situation.","However, I believe that it is just a normal reaction to this situation.","[{'idx_src': [], 'idx_tgt': [4], 'corr_type': 'Ssub'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'Wci'}]"
"In addition, though it can be possible in some cases that he or she and the family can undergo specific discrimination in employment and their social life, how people can face more dramatic tragedy such as sickness or death if they can not even overcome this harsh situation.","In addition, though it can be possible in some cases that they and their family can undergo specific discrimination in employment and their social life, how can people face a more dramatic tragedy such as sickness or death if they can not even overcome this harsh situation?","[{'idx_src': [12, 13, 14], 'idx_tgt': [12], 'corr_type': 'Pref'}, {'idx_src': [16], 'idx_tgt': [14], 'corr_type': 'ArtOrDet'}, {'idx_src': [30, 31], 'idx_tgt': [28, 29], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [31], 'corr_type': 'ArtOrDet'}, {'idx_src': [50], 'idx_tgt': [49], 'corr_type': 'Mec'}]"
Life is hard but people can not blame it on being unfair.,Life is hard but people can not blame it for being unfair.,"[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Prep'}]"
It is just because that you do not become strong enough to overcome the hard time.,It is just because you are not become strong enough to overcome the hard times.,"[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [6], 'idx_tgt': [5], 'corr_type': 'Wci'}, {'idx_src': [15], 'idx_tgt': [14], 'corr_type': 'Nn'}]"
"Furthermore, living with a secret is not a good sensation, especially if the situations of other relatives become worse, you should feel guilty and depressed.","Furthermore, living with a secret is not a good sensation. Especially if the situations of other relatives become worse, you should feel guilty and depressed.","[{'idx_src': [11, 12], 'idx_tgt': [11, 12], 'corr_type': 'Srun'}]"
"Moreover, the truth can not be hidden forever but when it is revealed, more shocking and upset it will be.","Moreover, the truth can not be hidden forever but when it is revealed, the more shocking and upsetting it will be.","[{'idx_src': [], 'idx_tgt': [15], 'corr_type': 'ArtOrDet'}, {'idx_src': [18], 'idx_tgt': [19], 'corr_type': 'Spar'}]"
"As the result, it is in the interests of the carriers and their relatives, telling the genetic testing result is needed.","As a result, in the interests of the carriers and their relatives, talking about the genetic testing result is necessary.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'ArtOrDet'}, {'idx_src': [4, 5], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [16], 'idx_tgt': [14, 15], 'corr_type': 'Wci'}, {'idx_src': [22], 'idx_tgt': [21], 'corr_type': 'Wci'}]"
"Last but not least, though genetic testing is a personal matter, telling the result to your family can improve and develop understanding and sympathy of each other as well as promoting awareness of taking care of everyone's health.","Last but not least, though genetic testing is a personal matter, telling the result to your family can improve and develop understanding and sympathy of each other, as well as promoting awareness in taking care of everyone's health.","[{'idx_src': [], 'idx_tgt': [29], 'corr_type': 'Mec'}, {'idx_src': [34], 'idx_tgt': [35], 'corr_type': 'Prep'}]"
That plays an important role in the possibility that relatives can overcome the discrimination of the society and anxiety about the risks.,That plays an important role in the possibility that relatives can overcome the discrimination of society and anxiety about the risks.,"[{'idx_src': [15], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"To put it in the nutshell, I believe that people should have the obligation to tell their relatives about the genetic testing result for the good of their health.","To put it in a nutshell, I believe that people should be obligated to tell their relatives about the genetic testing results for the good of their health.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}, {'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Wci'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [14], 'idx_tgt': [13], 'corr_type': 'Vform'}, {'idx_src': [23], 'idx_tgt': [22], 'corr_type': 'Nn'}]"
It can be very difficult for them but necessary for the carriers and their family.,It can be very difficult for them but necessary for the carriers and their family.,[]
"In addition, emotional preparations and the ways you explain your genetic condition is also important so that you can convey the correct information to your family and relatives and if necessary to guide them if he/she wish to conduct a similar genetic testing.","In addition, emotional preparations and the way you explain your genetic condition is also important so that you can convey the correct information to your family and relatives and, if necessary, guide them if they wish to conduct a similar genetic test.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [30], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [33], 'corr_type': 'Mec'}, {'idx_src': [32], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [36], 'idx_tgt': [37], 'corr_type': 'Pref'}, {'idx_src': [43], 'idx_tgt': [44], 'corr_type': 'Wform'}]"
