Before Statements,After Statements,Error Correction
"As people feel more confident online where they do not have to face in real-life on the spot, they feel more comfortable and thus prefer communicating online.","As people feel more confident online, where they do not have to face real life, they feel more comfortable and thus prefer communicating online.","[{'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [14], 'idx_tgt': [14, 15], 'corr_type': 'Mec'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"This results in lack of interpersonal skills in individual, especially young students as they always have option to turn their back to the real-life and go online.","This results in a lack of interpersonal skills in the individual, especially in young students as they always have the option to turn their back on real life and go online.","[{'idx_src': [], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [20], 'corr_type': 'ArtOrDet'}, {'idx_src': [22], 'idx_tgt': [26], 'corr_type': 'Prep'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [24], 'idx_tgt': [27, 28], 'corr_type': 'Mec'}]"
This becomes a huge problem when they have no choice but have to face things in real life.,This becomes a huge problem when they have no choice but to face things in real life.,"[{'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"As they are so used to having an online avatar, they may lose their self-identity in real life and may not realise how to interact people in real-life.","As they are so used to having an online avatar, they may lose their self-identity in real life, and may not realise how to interact with people in real life.","[{'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [27], 'corr_type': 'Prep'}, {'idx_src': [28], 'idx_tgt': [30, 31], 'corr_type': 'Mec'}]"
"Another problem with social media is that, the benefits from investing such enormous time and energy is not relfected as something positive to the users.",Another problem with social media is that the benefits from investing such enormous time and energy is not relfected in something positive to the users.,"[{'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [20], 'idx_tgt': [19], 'corr_type': 'Prep'}]"
"The reason why it is so addictive is, that the more people get into the social media, they seek attention from their friends.","The reason why they are so addictive is that the more people get into the social media, the more they seek attention from their friends.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Pref'}, {'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'SVA'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [18, 19], 'corr_type': 'Others'}]"
"However, such sparks of sudden attention is extremely short-termed and gone eaily thus does not add any value or meaning to the user's life.","However, such sparks of sudden attention are extremely short-termed and disappear easily, and thus do not add any value or meaning to the user's life.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'SVA'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Wci'}, {'idx_src': [12], 'idx_tgt': [12, 13], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Trans'}, {'idx_src': [14], 'idx_tgt': [16], 'corr_type': 'SVA'}]"
"Also, according to a research, it has been proven that the users feel more sad after using the Facebook and this is because users unknowingly compare their lives with other people's lives.","Also, according to research, it has been proven that users feel more sad after using Facebook, and this is because users unknowingly compare their lives with other people's lives.","[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'Mec'}]"
"But seriously, most people only post the happiest moments in their lives.","But seriously, most people only post the happiest moments in their lives.",[]
Social media definitely has some other strong benefits that make the users stay is the links among the people.,Social media definitely has some other strong benefits that make the users stay. One benefit is the links between the people.,"[{'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Srun'}, {'idx_src': [], 'idx_tgt': [14, 15], 'corr_type': 'Others'}, {'idx_src': [16], 'idx_tgt': [19], 'corr_type': 'Prep'}]"
"Indeed, I myself use Facebook just because of the friends 'contacts that I want to keep.","Indeed, I myself use Facebook just because of the contact with friends that I want to keep.","[{'idx_src': [10, 11], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [12], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [11, 12], 'corr_type': 'WOinc'}]"
"However, the friendship on such virtual world is so superficial which is not so relevant to the real-life.","However, friendship on such virtual worlds is so superficial, and not so relevant to real life.","[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [6], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Ssub'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Trans'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [18], 'idx_tgt': [16, 17], 'corr_type': 'Mec'}]"
"Also, as numerous profit-driven companies realize the hugh human traffic on such social media sites, they make it as a pond to fish the customers by uploading many advertisements.","Also, as numerous profit-driven companies realize, the high human traffic on such social media sites site is a rich environment for selling adverts.","[{'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'Mec'}, {'idx_src': [16], 'idx_tgt': [17], 'corr_type': 'Mec'}, {'idx_src': [17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30], 'idx_tgt': [18, 19, 20, 21, 22, 23, 24], 'corr_type': 'Others'}]"
Furthermore this also possibly triggers the privacy issues as the Facebook allows some other profit-driven companies to have access to the information on the users.,"Furthermore, this also possibly creates privacy issues as Facebook allows some other profit-driven companies to have access to information on the users.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Mec'}, {'idx_src': [4], 'idx_tgt': [5], 'corr_type': 'Wci'}, {'idx_src': [5], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"As this happens, users are more and more pron to any possible frauds.","As this happens, users are more and more prone to fraud.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Mec'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [13], 'idx_tgt': [11], 'corr_type': 'Nn'}]"
"Social media sites are at their peaks at the moment, however, I believe that when people realize that such sites are not making them better persons in real-life, they will not be indulged in it as much as they are now.","Social media sites are at their peak at the moment, however I believe that when people realize that such sites are not making them better people in real life, they will not indulge in them as much as they do now.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Nn'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [27], 'idx_tgt': [26], 'corr_type': 'Mec'}, {'idx_src': [29], 'idx_tgt': [28, 29], 'corr_type': 'Mec'}, {'idx_src': [34, 35], 'idx_tgt': [34], 'corr_type': 'Vform'}, {'idx_src': [37], 'idx_tgt': [36], 'corr_type': 'Pref'}, {'idx_src': [42], 'idx_tgt': [41], 'corr_type': 'Wci'}]"
"The users, soon, will realise that they do not need such social media sites to keep in contact with the their friends because, if they really need somebody, they will reach the friends no matter what.","The users, soon, will realise that they do not need such social media sites to keep in contact with the their friends because if they really need somebody they will reach their friends no matter what.","[{'idx_src': [25], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [31], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [35], 'idx_tgt': [33], 'corr_type': 'ArtOrDet'}]"
"We think we are all connected through all sorts of social media, but do we really get connected or falling apart?","We think we are all connected through all sorts of social media, but are we really connected, or are we drifting apart?","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Wci'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [20, 21], 'corr_type': 'Others'}, {'idx_src': [20], 'idx_tgt': [22], 'corr_type': 'Wci'}]"
"Social media sites like Facebook and Twitter are born with the intention of connecting people, from around the world.",Social media sites like Facebook and Twitter are born with the intention of connecting people from around the world.,"[{'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Mec'}]"
"The idea seems great, and nowadays most people even the older generation will have at least one social media platform like Facebook.","The idea seems great, and nowadays most people, even the older generation, will have at least one social media account, for example on Facebook.","[{'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}, {'idx_src': [20], 'idx_tgt': [22, 23], 'corr_type': 'Wci'}, {'idx_src': [21], 'idx_tgt': [24, 25], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [26], 'corr_type': 'Prep'}]"
"The parents are now the ""friends"" of their kids, and they can now ""follow"" their kids more closely and on real time.","Parents are now the ""friends"" of their kids, and they can ""follow"" their kids more closely, and in real-time.","[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Mec'}, {'idx_src': [24], 'idx_tgt': [23], 'corr_type': 'Prep'}, {'idx_src': [25, 26], 'idx_tgt': [24], 'corr_type': 'Mec'}]"
"People post about their random thoughts or daily activities via Twitter and post different kinds of photos on Facebook frequently, to be connected with their so called friends.","People frequently post about their random thoughts or daily activities via Twitter and different kinds of photos on Facebook, in order to be connected with their so-called friends.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'WOadv'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'WOadv'}, {'idx_src': [], 'idx_tgt': [20, 21], 'corr_type': 'Trans'}, {'idx_src': [26, 27], 'idx_tgt': [27], 'corr_type': 'Mec'}]"
"However, as we then tend to spend too much time on this and have significantly reduced in face-to-face human contact, that eventually affects our interpersonal skills.","However, as we then tend to spend too much time on these sites and have significantly reduced face-to-face human contact, this eventually affects our interpersonal skills.","[{'idx_src': [12], 'idx_tgt': [12, 13], 'corr_type': 'Pref'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Pref'}]"
"First and foremost, I would like to share on the advantages of using such social media in my daily life.","First and foremost, I would like to share the advantages of using such social media in my daily life.","[{'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Prep'}]"
"As a student, I tend to meet lots of people from different background and at different settings.","As a student, I tend to meet lots of people from different backgrounds and in different settings.","[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Nn'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Prep'}]"
We may meet only once but we exchange our contact numbers as well as facebook account in order to keep in touch.,"We may meet only once, but we exchange our contact numbers as well as Facebook accounts in order to keep in touch.","[{'idx_src': [], 'idx_tgt': [5], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [15], 'corr_type': 'Mec'}, {'idx_src': [15], 'idx_tgt': [16], 'corr_type': 'Nn'}]"
"Unlike just keeping contact numbers that we may not even call, social media like facebook is a great way for friends from different field or even from different parts of the world to be connected.","Unlike just keeping contact numbers which we may not even call, social media like Facebook are a great way for friends from different fields, or even from different parts of the world, to be connected.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Ssub'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Mec'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'SVA'}, {'idx_src': [24], 'idx_tgt': [24, 25], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [34], 'corr_type': 'Mec'}]"
"Within clicks, we could check on the friend's profile and read on for his/her updates.","Within clicks, we could check on a friend's profile and read his/her updates.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Prep'}]"
"On another hand, we could update our profile by posting on the wall and our friends could read up on the newsfeed.","On the other hand, we could update our profile by posting on our wall, which our friends could read on their newsfeeds.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'ArtOrDet'}, {'idx_src': [1], 'idx_tgt': [2], 'corr_type': 'Wci'}, {'idx_src': [12], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Ssub'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [21], 'idx_tgt': [22], 'corr_type': 'ArtOrDet'}, {'idx_src': [22], 'idx_tgt': [23], 'corr_type': 'Nn'}]"
This allows friends that may not have the time for meet up to still connected in a way.,This allows friends that may not have the time to meet up to still be connected in a way.,"[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'V0'}]"
"Not only that, new friends can be easily met through such online platforms.","Not only that, new friends can be easily met through such online platforms.",[]
"Hence, our social circle is indeed expanding.","Hence, our social circle is, indeed, expanding.","[{'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [8], 'corr_type': 'Mec'}]"
"Nonetheless, what seems to make us connected can be the cause that falls us apart.","Nonetheless, what seems to make us connected can also be the cause that makes us fall apart.","[{'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Others'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'V0'}, {'idx_src': [13, 14], 'idx_tgt': [15, 16], 'corr_type': 'WOinc'}]"
