Before Statements,After Statements,Error Correction
"For an example, one is able to send notifications and other information we use to have them in hardcopy previously, over the web and the process takes seconds.","For example, one is able to send notifications and other information that we used to have in hardcopy previously over the web, and the process takes seconds.","[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Others'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Mec'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [23], 'corr_type': 'Mec'}]"
"The receipent,will then receive the information almost immediately depending on the quality of the network.","The recipient will then receive the information almost immediately, depending on the quality of the network.","[{'idx_src': [1], 'idx_tgt': [1, 2], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Mec'}]"
This covenience can be percieved as almost in realtime.,This convenience can be percieved as almost in real time.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [8, 9], 'corr_type': 'Mec'}]"
"Next, communication are also greatly improved.","Next, communication is also greatly improved.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'SVA'}]"
"In the past, vast communication are done by one of the many such a telegram, snail mail and poor-quality voice calls.","In the past, vast communication was done by one of many methods such as by telegram, snail mail and poor-quality voice calls.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Vt'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Others'}, {'idx_src': [14], 'idx_tgt': [14, 15], 'corr_type': 'Prep'}]"
"With the welcoming of application such as Skype and Facetime, any individual can phase off most, of the olden days communication methods.","With the welcoming of applications such as Skype and Facetime, any individual can phase off most of the olden days 'communication methods.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Nn'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Npos'}]"
"Aside from hearing the voice, a webcamera could also be affixed to emulate a 'real' interaction with expressions and gestures.","Aside from hearing a voice, a web camera could also be affixed to emulate a 'real' interaction with expressions and gestures.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [7, 8], 'corr_type': 'Mec'}]"
Communication would have took a different turn without the easily available social media.,Communication would have taken a different turn without the easily availability of social media.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Vform'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Prep'}]"
"However, it is a good practice not to intesively use social media all the time.","However, it is good practice not to intensively use social media all the time.","[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [9], 'idx_tgt': [8], 'corr_type': 'Mec'}]"
"Intimate interaction greatly lack in social media interactions, particularly the touch.","Intimate interaction is greatly lacking in social media interactions, particularly touch.","[{'idx_src': [], 'idx_tgt': [2], 'corr_type': 'V0'}, {'idx_src': [3], 'idx_tgt': [4], 'corr_type': 'Vform'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
Having to meet and interact for talks allows one to be closer to the recepient.,Having to meet and interact for talks allows one to be closer to the recipient.,"[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Mec'}]"
"It involves a level of dynamic interaction which utlises the motor, thinking and verbal cortex of the mind to coordinate.","It involves a level of dynamic interaction which utilises the motor, thinking and verbal cortex of the mind to coordinate.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Mec'}]"
"Unlike the use of social media, most of the interaction is done with thinking and typing.","This is unlike the use of social media, where of the interaction is done with thinking and typing.","[{'idx_src': [0], 'idx_tgt': [0, 1, 2], 'corr_type': 'Others'}, {'idx_src': [7], 'idx_tgt': [9], 'corr_type': 'Mec'}]"
"As a result, one does not train the necessarily parts of the skills required for a proper interpersonal relations.","As a result, one does not hone the necessary parts of the skills required for proper interpersonal relations.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Wci'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Wform'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
It is also entire incorrect to fault social media alone for the lack of interpersonal skill.,It is also entirely incorrect to blame social media alone for the lack of interpersonal skills.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wform'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Wci'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Nn'}]"
"Howard Garner studied the effect of multiple intelligences amongst people and stated that interpersonal intelligence is a form of skills on its own-some has it, some does not.","Howard Garner studied the effect of multiple intelligences amongst people and stated that interpersonal intelligence is a form of skill on its own-some have it, some do not.","[{'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Nn'}, {'idx_src': [25], 'idx_tgt': [25], 'corr_type': 'SVA'}, {'idx_src': [29], 'idx_tgt': [29], 'corr_type': 'SVA'}]"
"Howard Garner mentioned that the different intelligences can be charted, in accordance of utilising tests, and ranked.","Howard Garner mentioned that the different intelligences can be charted in accordance of utilising tests, and ranked.","[{'idx_src': [10], 'idx_tgt': [], 'corr_type': 'WOinc'}]"
"Fundamentally, those who scored lower ranking for interpersonal skills are more likely to stumble when this skill is needed.","Fundamentally, those who scored lower ranking for interpersonal skills are more likely to stumble when this skill is needed.",[]
"Though social media need not be necessarily bad, it must be used accordingly-for work, family, friends.","Though social media need not necessarily be bad, it must be used accordingly-for work, family, and friends.","[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [20], 'corr_type': 'Trans'}]"
"The types of use must also be taken note of-informing, interacting, discussion and others.","The types of usage must also be taken note of-informing, interacting, discussion and others.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wform'}]"
The space of separation between the parties must also be looked at.,The space of separation between the parties must also be looked at.,[]
"For people who are living very far from one another, the intensive use social media is justified.","For people who are living very far from one another, the intensive use of social media is justified.","[{'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Prep'}]"
"For those who lives within the community should at least meet up, and not use social media as the primary source of communcation with each other.","Those who live within the community should at least meet up, and not use social media as the primary source of communication with each other.","[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [3], 'idx_tgt': [2], 'corr_type': 'SVA'}, {'idx_src': [23], 'idx_tgt': [22], 'corr_type': 'Mec'}]"
"And at the same time, improves the interpersonal skill, through dynamic practises betwwen individuals and realtime presence.","At the same time, dynamic practises between individuals and real time presence improves interpersonal skills.","[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [6, 7, 8, 9, 10], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [14], 'idx_tgt': [7], 'corr_type': 'Mec'}, {'idx_src': [17], 'idx_tgt': [10, 11], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [13, 14, 15], 'corr_type': 'WOinc'}]"
The inclusion of intimate presence and relative touch could also bring a better rapport between those interacting.,The inclusion of intimate presence and relative touch could also bring a better rapport between those interacting.,[]
"Recently, the rise of social media helped people to have more closer connection with each other, it is a more convenient and cheaper way to have online contact compared with face to face meetings.","Recently, the rise of social media helped people to have closer connections with each other. It is more convenient and cheaper to have online contact compared with face to face meetings.","[{'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [13], 'idx_tgt': [12], 'corr_type': 'Nn'}, {'idx_src': [17], 'idx_tgt': [16], 'corr_type': 'Srun'}, {'idx_src': [18], 'idx_tgt': [17], 'corr_type': 'Mec'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [25], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"In my opinion, social media websides such as Twitter and Facebook will not affect the chance for people to have face to face contact and thus negatively affects interpersonal skills.","In my opinion, social media websites such as Twitter and Facebook will not affect the chance for people to have face to face contact and thus will not affect interpersonal skills.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [27], 'idx_tgt': [27, 28], 'corr_type': 'Others'}, {'idx_src': [28], 'idx_tgt': [29], 'corr_type': 'SVA'}]"
"On the other hand, it may even increase the chance of having face to face contacts amoung people.","On the other hand, it may even increase the chance of having face to face contact among people.","[{'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Nn'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Mec'}]"
"First, social media networks have a lot user base, it helps to link people from different parts of the world.","First, as social media networks have a large user base, they help to link people from different parts of the world.","[{'idx_src': [], 'idx_tgt': [2], 'corr_type': 'Prep'}, {'idx_src': [7], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'Nn'}, {'idx_src': [12], 'idx_tgt': [13], 'corr_type': 'SVA'}]"
"In the days without the social networks, people may not have the chance to know others from different countries or the ones they never meet before.","In the days without social networks, people may not have had the chance to know others from different countries or the ones they have never met before.","[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [24], 'corr_type': 'Vt'}, {'idx_src': [25], 'idx_tgt': [26], 'corr_type': 'Vt'}]"
Their number of people that they know may only limited to the people they meet in daily life like classmates and working partners.,"The number of people that they know may only be limited to the people they meet in daily life, like classmates and working partners.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'V0'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Mec'}]"
"Therefore, social networks brings more and more connections between people and they may have a chance to chat with people they never known before, and this helps to develop the interpersonal skills as well.","Therefore, social networks bring more and more connections between people and they may have a chance to chat with people they have never known before, and this helps to develop interpersonal skills as well.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'V0'}, {'idx_src': [31], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"Secondly, although social network takes time for people to chat online but not face to face, they may still decide a time online to meet others face to face in the daily life.","Secondly, although social network takes time for people to chat online but not face to face, they may still decide a time online to meet others face to face in daily life.","[{'idx_src': [32], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"In this case, the social network helps people to increase the frequency of talk.","In this case, the social network helps people to increase the frequency of conversation.","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Wci'}]"
"For example, if social network does not exist, the business people need to meet each other face to face and it is other time consuming, even sometimes with business that is not so important, it still takes a lot time on travel which is a wastage.","For example, if social networks do not exist, business people need to meet each other face to face and it is more time consuming; even sometimes with business that is not so important, it still can take a lot of time due to travel, which is a waste.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'SVA'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [24], 'idx_tgt': [23], 'corr_type': 'Wci'}, {'idx_src': [27], 'idx_tgt': [26], 'corr_type': 'Mec'}, {'idx_src': [40], 'idx_tgt': [39, 40], 'corr_type': 'V0'}, {'idx_src': [], 'idx_tgt': [43], 'corr_type': 'Prep'}, {'idx_src': [44], 'idx_tgt': [45, 46], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [48], 'corr_type': 'Mec'}, {'idx_src': [49], 'idx_tgt': [52], 'corr_type': 'Wform'}]"
"However, social network helps people to meet and chat much more easier, they can even use video chat and create group chat to chat with multiple parties at the same time.","However, social networking helps people to meet and chat much more easily, and they can even use video chat and create group chats to chat with multiple parties at the same time.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wform'}, {'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Trans'}, {'idx_src': [23], 'idx_tgt': [24], 'corr_type': 'Nn'}]"
